pitch,pitch_v,roll,roll_v,time,x,x_v,y,y_v,yaw,yaw_v,z,z_v
0.02193233608305052,0.0,-0.02070072416326449,0.0,1571867209.583057,-0.04129548370838165,-0.049765393137931824,0.027448410168290138,0.025751786306500435,-0.0383801117799488,0.0,0.01609821617603302,0.0003217542252968997
0.02193233608305052,0.0,-0.02070072416326449,0.0,1571867209.598183,-0.04129548370838165,-0.049765393137931824,0.027448410168290138,0.025751786306500435,-0.0383801117799488,0.0,0.01609821617603302,0.0003217542252968997
0.02186901416278603,0.0,-0.02072915773891747,0.0,1571867209.617917,-0.041767895221710205,-0.04937473312020302,0.027415459975600243,0.02565603330731392,-0.0384642494570468,0.0,0.01655586063861847,0.0008952762000262737
0.02186901416278603,0.0,-0.02072915773891747,0.0,1571867209.633497,-0.041767895221710205,-0.04937473312020302,0.027415459975600243,0.02565603330731392,-0.0384642494570468,0.0,0.01655586063861847,0.0008952762000262737
0.021890404320148955,0.0,-0.020713154458092225,0.0,1571867209.654385,-0.04236173629760742,-0.050455085933208466,0.02746809646487236,0.025368204340338707,-0.03849068938874609,0.0,0.01700242981314659,0.002523718634620309
0.021890404320148955,0.0,-0.020713154458092225,0.0,1571867209.670102,-0.04236173629760742,-0.050455085933208466,0.02746809646487236,0.025368204340338707,-0.03849068938874609,0.0,0.01700242981314659,0.002523718634620309
0.021887119202838073,0.0,-0.020542172405082538,0.0,1571867209.682961,-0.04219168424606323,-0.05109899118542671,0.026920974254608154,0.025131816044449806,-0.038482845084788456,0.0,0.01741192489862442,0.0019806327763944864
0.021887119202838073,0.0,-0.020542172405082538,0.0,1571867209.698665,-0.04219168424606323,-0.05109899118542671,0.026920974254608154,0.025131816044449806,-0.038482845084788456,0.0,0.01741192489862442,0.0019806327763944864
0.021937918354703035,0.0,-0.02061358214040016,0.0,1571867209.718291,-0.0422140471637249,-0.05000118911266327,0.02648990973830223,0.024336842820048332,-0.03851824131394449,0.0,0.017744392156600952,0.002831615973263979
0.021937918354703035,0.0,-0.02061358214040016,0.0,1571867209.733528,-0.0422140471637249,-0.05000118911266327,0.02648990973830223,0.024336842820048332,-0.03851824131394449,0.0,0.017744392156600952,0.002831615973263979
0.021920955968290214,0.0,-0.020531163361187446,0.0,1571867209.750395,-0.04246107116341591,-0.049832507967948914,0.026144281029701233,0.02458050288259983,-0.03853088735564478,0.0,0.01782386004924774,0.0030082359444350004
0.021920955968290214,0.0,-0.020531163361187446,0.0,1571867209.766306,-0.04246107116341591,-0.049832507967948914,0.026144281029701233,0.02458050288259983,-0.03853088735564478,0.0,0.01782386004924774,0.0030082359444350004
0.02188527240905559,0.0,-0.02049081749220596,0.0,1571867209.789637,-0.042781949043273926,-0.04799903556704521,0.025986915454268456,0.024229157716035843,-0.038553924779312826,0.0,0.01766076125204563,0.003441294888034463
0.02188527240905559,0.0,-0.02049081749220596,0.0,1571867209.798416,-0.042781949043273926,-0.04799903556704521,0.025986915454268456,0.024229157716035843,-0.038553924779312826,0.0,0.01766076125204563,0.003441294888034463
0.021840829959310113,0.0,-0.02049346803310026,0.0,1571867209.81479,-0.043224066495895386,-0.04877471923828125,0.02591334842145443,0.023098710924386978,-0.038618078835664996,0.0,0.017608264461159706,0.003937758971005678
0.021840829959310113,0.0,-0.02049346803310026,0.0,1571867209.830267,-0.043224066495895386,-0.04877471923828125,0.02591334842145443,0.023098710924386978,-0.038618078835664996,0.0,0.017608264461159706,0.003937758971005678
0.02180243619196245,0.0,-0.020509066243770295,0.0,1571867209.850439,-0.0437995046377182,-0.04896257072687149,0.025912875309586525,0.02262127213180065,-0.03867113813796915,0.0,0.01787490025162697,0.002349192276597023
0.02180243619196245,0.0,-0.020509066243770295,0.0,1571867209.869347,-0.0437995046377182,-0.04896257072687149,0.025912875309586525,0.02262127213180065,-0.03867113813796915,0.0,0.01787490025162697,0.002349192276597023
0.021732027394220543,0.0,-0.020434446792441458,0.0,1571867209.885671,-0.04346666857600212,-0.04875371977686882,0.02542736567556858,0.021598001942038536,-0.038640739869057486,0.0,0.017938662320375443,0.001891094958409667
0.021732027394220543,0.0,-0.020434446792441458,0.0,1571867209.898328,-0.04346666857600212,-0.04875371977686882,0.02542736567556858,0.021598001942038536,-0.038640739869057486,0.0,0.017938662320375443,0.001891094958409667
0.021765238222607338,0.0,-0.02037057501642662,0.0,1571867209.914319,-0.043326620012521744,-0.0484166219830513,0.025051379576325417,0.02172829769551754,-0.0387798409251923,0.0,0.017925601452589035,0.0007947911508381367
0.021765238222607338,0.0,-0.02037057501642662,0.0,1571867209.930763,-0.043326620012521744,-0.0484166219830513,0.025051379576325417,0.02172829769551754,-0.0387798409251923,0.0,0.017925601452589035,0.0007947911508381367
0.021766938987660838,0.0,-0.020420456874771703,0.0,1571867209.954395,-0.043396078050136566,-0.04846140742301941,0.02477889321744442,0.022805536165833473,-0.03882914859601064,0.0,0.01784350536763668,-0.0006519364542327821
0.021766938987660838,0.0,-0.020420456874771703,0.0,1571867209.970395,-0.043396078050136566,-0.04846140742301941,0.02477889321744442,0.022805536165833473,-0.03882914859601064,0.0,0.01784350536763668,-0.0006519364542327821
0.02174611575418429,0.0,-0.02029783416911931,0.0,1571867209.983179,-0.04364034906029701,-0.04879964143037796,0.024695299565792084,0.022509699687361717,-0.03879789103835138,0.0,0.017879480496048927,-0.0014962475979700685
0.02174611575418429,0.0,-0.02029783416911931,0.0,1571867209.998646,-0.04364034906029701,-0.04879964143037796,0.024695299565792084,0.022509699687361717,-0.03879789103835138,0.0,0.017879480496048927,-0.0014962475979700685
0.021784038420244928,0.0,-0.02009001880383126,0.0,1571867210.014666,-0.04404110088944435,-0.04937601089477539,0.024691268801689148,0.021991442888975143,-0.038900538090921546,0.0,0.01802387274801731,-0.0020396935287863016
0.021784038420244928,0.0,-0.02009001880383126,0.0,1571867210.030643,-0.04404110088944435,-0.04937601089477539,0.024691268801689148,0.021991442888975143,-0.038900538090921546,0.0,0.01802387274801731,-0.0020396935287863016
0.021803476541890816,0.0,-0.0201607020499416,0.0,1571867210.053649,-0.044597893953323364,-0.05001407116651535,0.024762563407421112,0.02187115140259266,-0.038969144796746305,0.0,0.018116623163223267,-0.0018246896797791123
0.021803476541890816,0.0,-0.0201607020499416,0.0,1571867210.067154,-0.044597893953323364,-0.05001407116651535,0.024762563407421112,0.02187115140259266,-0.038969144796746305,0.0,0.018116623163223267,-0.0018246896797791123
0.021882549424241317,0.0,-0.02021998397554226,0.0,1571867210.086355,-0.044130776077508926,-0.04904310777783394,0.024394283071160316,0.022358348593115807,-0.038923062517243916,0.0,0.018282156437635422,-0.002119933720678091
0.021882549424241317,0.0,-0.02021998397554226,0.0,1571867210.099063,-0.044130776077508926,-0.04904310777783394,0.024394283071160316,0.022358348593115807,-0.038923062517243916,0.0,0.018282156437635422,-0.002119933720678091
0.021837181338029057,0.0,-0.02025489391719861,0.0,1571867210.11499,-0.04385904595255852,-0.04829401150345802,0.02416769601404667,0.022460592910647392,-0.03896075547500496,0.0,0.01816835068166256,-0.0017410853179171681
0.021837181338029057,0.0,-0.02025489391719861,0.0,1571867210.13059,-0.04385904595255852,-0.04829401150345802,0.02416769601404667,0.022460592910647392,-0.03896075547500496,0.0,0.01816835068166256,-0.0017410853179171681
0.021795650141465932,0.0,-0.02025594834632179,0.0,1571867210.15088,-0.04377470910549164,-0.04910857975482941,0.024021100252866745,0.021212991327047348,-0.03904381349141517,0.0,0.018036874011158943,-0.003165958449244499
0.021795650141465932,0.0,-0.02025594834632179,0.0,1571867210.166573,-0.04377470910549164,-0.04910857975482941,0.024021100252866745,0.021212991327047348,-0.03904381349141517,0.0,0.018036874011158943,-0.003165958449244499
0.021840866873514473,0.0,-0.020255713586415452,0.0,1571867210.18256,-0.043952520936727524,-0.04980800673365593,0.023981595411896706,0.021321261301636696,-0.03910616845221206,0.0,0.017876893281936646,-0.004894581623375416
0.021840866873514473,0.0,-0.020255713586415452,0.0,1571867210.198848,-0.043952520936727524,-0.04980800673365593,0.023981595411896706,0.021321261301636696,-0.03910616845221206,0.0,0.017876893281936646,-0.004894581623375416
