label,pitch,pitch_v,roll,roll_v,time,x,x_v,y,y_v,yaw,yaw_v,z,z_v
Hold,-0.0,0.0,0.0,0.0,1589692587.492488,-6.058822691556998e-06,-0.0008323635556735098,-1.175153443000454e-06,-0.00018051033839583397,0.0,0.0,1.1382716138541582e-06,0.000533314305357635
Hold,-0.0,0.0,0.0,0.0,1589692587.510891,-6.058822691556998e-06,-0.0008323635556735098,-1.175153443000454e-06,-0.00018051033839583397,0.0,0.0,1.1382716138541582e-06,0.000533314305357635
Hold,-0.0,0.0,0.0,0.0,1589692587.524862,-3.1955096346791834e-05,0.00016053105355240405,-3.124796421616338e-05,-0.0007200546097010374,0.0,0.0,0.00020947847224306315,0.006911715026944876
Hold,-0.0,0.0,0.0,0.0,1589692587.537526,-3.1955096346791834e-05,0.00016053105355240405,-3.124796421616338e-05,-0.0007200546097010374,0.0,0.0,0.00020947847224306315,0.006911715026944876
Hold,0.022164032150594683,0.0,-0.02114639201079912,0.0,1589692587.558076,-5.752256583946291e-06,0.0013266837922856212,-3.776736411964521e-05,-0.00044175490620546043,-0.03735114719244826,0.0,-0.00024158605083357543,0.0107951108366251
Hold,0.022164032150594683,0.0,-0.02114639201079912,0.0,1589692587.574787,-5.752256583946291e-06,0.0013266837922856212,-3.776736411964521e-05,-0.00044175490620546043,-0.03735114719244826,0.0,-0.00024158605083357543,0.0107951108366251
Hold,0.022291145586191014,0.0,-0.021102626117824666,0.0,1589692587.590507,3.7912384868832305e-05,0.00048382830573245883,-2.5535502572893165e-05,0.001258770702406764,-0.03736762048528201,0.0,0.0005557953263632953,0.017610283568501472
Hold,0.022291145586191014,0.0,-0.021102626117824666,0.0,1589692587.610169,3.7912384868832305e-05,0.00048382830573245883,-2.5535502572893165e-05,0.001258770702406764,-0.03736762048528201,0.0,0.0005557953263632953,0.017610283568501472
Hold,0.022291145586191014,0.0,-0.021102626117824666,0.0,1589692587.62345,3.7912384868832305e-05,0.00048382830573245883,-2.5535502572893165e-05,0.001258770702406764,-0.03736762048528201,0.0,0.0005557953263632953,0.017610283568501472
Hold,0.02248174871436554,0.0,-0.02107546930704085,0.0,1589692587.6393,6.820693670306355e-05,0.0006601224886253476,1.8563770936452784e-05,0.0011264450149610639,-0.026320723377732832,0.0,0.004380183294415474,0.025242794305086136
Hold,0.022844488106839964,0.0,-0.02108442373424849,0.0,1589692587.659413,0.00011250846728216857,0.0016686030430719256,6.98000003467314e-05,0.001640286878682673,-0.026543829360134986,0.0,0.007577565498650074,0.03138531744480133
Hold,0.022844488106839964,0.0,-0.02108442373424849,0.0,1589692587.67426,0.00011250846728216857,0.0016686030430719256,6.98000003467314e-05,0.001640286878682673,-0.026543829360134986,0.0,0.007577565498650074,0.03138531744480133
Hold,0.023018950375976552,0.0,-0.021145932737658652,0.0,1589692587.694406,0.00019527088443282992,0.003462234977632761,0.00013958936324343085,0.0023680347949266434,-0.026813002915115777,0.0,0.010591556318104267,0.03878379240632057
Hold,0.023018950375976552,0.0,-0.021145932737658652,0.0,1589692587.707377,0.00019527088443282992,0.003462234977632761,0.00013958936324343085,0.0023680347949266434,-0.026813002915115777,0.0,0.010591556318104267,0.03878379240632057
Hold,0.023448863697016046,0.0,-0.021262700413938795,0.0,1589692587.727956,0.0003234624455217272,0.004114881157875061,0.00020688099903054535,0.0011249114759266376,-0.027832769898921965,0.0,0.013659743592143059,0.04590491205453873
Hold,0.023448863697016046,0.0,-0.021262700413938795,0.0,1589692587.738183,0.0003234624455217272,0.004114881157875061,0.00020688099903054535,0.0011249114759266376,-0.027832769898921965,0.0,0.013659743592143059,0.04590491205453873
Hold,0.023448863697016046,0.0,-0.021262700413938795,0.0,1589692587.754396,0.0003234624455217272,0.004114881157875061,0.00020688099903054535,0.0011249114759266376,-0.027832769898921965,0.0,0.013659743592143059,0.04590491205453873
Hold,0.023837172540885538,0.0,-0.021263862521776557,0.0,1589692587.76972,0.0004863199428655207,0.005276474170386791,0.00024436041712760925,0.0010957084596157074,-0.02901077833500924,0.0,0.01679644174873829,0.05264918878674507
Hold,0.02402260525361522,0.0,-0.0211745521068435,0.0,1589692587.792738,0.0006504036136902869,0.005291077774018049,0.0002608587092254311,0.00010839888273039833,-0.02968375779367826,0.0,0.02012227475643158,0.059280090034008026
Hold,0.02402260525361522,0.0,-0.0211745521068435,0.0,1589692587.817419,0.0006504036136902869,0.005291077774018049,0.0002608587092254311,0.00010839888273039833,-0.02968375779367826,0.0,0.02012227475643158,0.059280090034008026
