1.55606e+09,0.000628738, -0.0153831, -0.00583051, -0.0135353, -0.0152787, -0.0982177, -0.000670697, 0.00048914, 0.000772862, 0.00138791, 0.00398885, -0.00249308
1.55606e+09,0.000651715, -0.0153833, -0.00581495, -0.013728, -0.0154542, -0.0979039, 0.000278049, -2.45914e-06, 0.000188324, -0.002332, -0.0021244, 0.00379661
1.55606e+09,0.000622465, -0.0153713, -0.00577308, -0.0139654, -0.0153135, -0.0980385, -0.000348508, 0.00014342, 0.000498818, -0.00282864, 0.00167732, -0.00160387
1.55606e+09,0.00054343, -0.0152364, -0.00577734, -0.0132951, -0.0148154, -0.0981081, -0.000943571, 0.00160985, -5.08371e-05, 0.00800223, 0.00594673, -0.000830523
1.55606e+09,0.000357898, -0.0153055, -0.00579857, -0.0138785, -0.0138385, -0.0980133, -0.00222947, -0.000830273, -0.000255119, -0.00701024, 0.0117379, 0.00113941
1.55606e+09,0.000543195, -0.0151708, -0.00581243, -0.0130652, -0.0148885, -0.0976731, 0.00224059, 0.00162948, -0.000167629, 0.00983463, -0.0126957, 0.00411323
1.55606e+09,0.000602217, -0.0152843, -0.00583956, -0.013556, -0.0153197, -0.0979463, 0.000699925, -0.00134577, -0.000321684, -0.00582055, -0.00511353, -0.00323953
1.55606e+09,0.000644693, -0.0153994, -0.00580789, -0.0140538, -0.0155919, -0.0976125, 0.000509579, -0.00138165, 0.000379925, -0.00597182, -0.00326592, 0.0040037
1.55606e+09,0.000518454, -0.0154044, -0.00582457, -0.0139497, -0.0147057, -0.0976059, -0.0015152, -6.00893e-05, -0.00020015, 0.00124912, 0.0106376, 7.92325e-05
1.55606e+09,0.000563977, -0.0153805, -0.00585233, -0.0136735, -0.0148805, -0.0979553, 0.000552074, 0.000290208, -0.000336631, 0.00334904, -0.00212046, -0.00423661
1.55606e+09,0.000602161, -0.0154858, -0.00586432, -0.0142625, -0.0151029, -0.0976572, 0.00045972, -0.0012673, -0.000144359, -0.00709095, -0.00267779, 0.00358846
1.55606e+09,0.000556598, -0.015411, -0.00587635, -0.0138031, -0.0147741, -0.097893, -0.000546068, 0.000895582, -0.000144248, 0.00550589, 0.00394141, -0.00282548
1.55606e+09,0.000392329, -0.015502, -0.0058501, -0.0147215, -0.0139509, -0.098367, -0.00196896, -0.0010905, 0.000314615, -0.0110075, 0.00986706, -0.00568117
1.55606e+09,0.000602056, -0.0153197, -0.00583773, -0.0136936, -0.0149772, -0.0980892, 0.00250699, 0.00217971, 0.00014795, 0.0122862, -0.0122688, 0.00331993
1.55606e+09,0.000560068, -0.0151467, -0.00584206, -0.0130065, -0.014769, -0.0982898, -0.000500257, 0.00206097, -5.16867e-05, 0.0081871, 0.00248038, -0.00238969
1.55606e+09,0.000683983, -0.0151263, -0.00578427, -0.0126869, -0.0154661, -0.0984268, 0.00149073, 0.000244773, 0.000695336, 0.0038443, -0.00838554, -0.00164821
1.55606e+09,0.000656687, -0.0153884, -0.00582559, -0.0141733, -0.0153313, -0.0980328, -0.000326584, -0.0031356, -0.000494491, -0.0177845, 0.00161246, 0.00471478
1.55606e+09,0.000603818, -0.015325, -0.00582185, -0.0136632, -0.0149028, -0.0977761, -0.00063945, 0.000767201, 4.5333e-05, 0.00616953, 0.00518292, 0.0031048
1.55606e+09,0.000522065, -0.0154728, -0.00589189, -0.0141477, -0.014579, -0.097788, -0.000976612, -0.00176583, -0.000836734, -0.00578736, 0.00386747, -0.000142283
1.55606e+09,0.000568777, -0.0154185, -0.00591469, -0.0139115, -0.0147205, -0.0975979, 0.000561604, 0.000652621, -0.000274105, 0.00283969, -0.00170051, 0.00228469
1.55606e+09,0.000468805, -0.015496, -0.00586928, -0.0142335, -0.0141924, -0.0978257, -0.00119739, -0.000928567, 0.000543836, -0.00385622, 0.00632492, -0.00272813
1.55606e+09,0.000599097, -0.0154609, -0.00587348, -0.0140503, -0.0149947, -0.0980935, 0.00156182, 0.000421659, -5.03543e-05, 0.00219569, -0.00961745, -0.00320993
1.55606e+09,0.000720569, -0.0154292, -0.00584525, -0.0140345, -0.0158261, -0.09784, 0.00145833, 0.000380317, 0.000338921, 0.000188845, -0.00998063, 0.00304276
1.55606e+09,0.000640877, -0.0152854, -0.00579528, -0.0133271, -0.01539, -0.09826, -0.000965199, 0.00174184, 0.000605258, 0.00856823, 0.00528129, -0.00508644
1.55606e+09,0.000670323, -0.0152743, -0.0057769, -0.0133572, -0.0155466, -0.0982849, 0.000351427, 0.000131569, 0.000219353, -0.000358693, -0.0018685, -0.000296953
1.55606e+09,0.000648495, -0.0151441, -0.0057703, -0.0128009, -0.0154614, -0.0984925, -0.000260709, 0.00155533, 7.88396e-05, 0.00664448, 0.00101765, -0.00247925
1.55606e+09,0.000579838, -0.0152266, -0.00577142, -0.0134482, -0.0149246, -0.0978049, -0.000827519, -0.000993697, -1.35358e-05, -0.00780239, 0.00646899, 0.00828728
