pitch,pitch_v,roll,roll_v,time,x,x_v,y,y_v,yaw,yaw_v,z,z_v
0.01101360614970386,0.0,-0.02316100339455801,0.0,1582563301.008112,-1.5990046262741089,-0.18335454165935516,-3.059757947921753,0.027535274624824524,0.0944130358461514,0.0,5.051939487457275,-0.013022790662944317
0.01101360614970386,0.0,-0.02316100339455801,0.0,1582563301.0085,-1.5990046262741089,-0.18335454165935516,-3.059757947921753,0.027535274624824524,0.0944130358461514,0.0,5.051939487457275,-0.013022790662944317
0.01101360614970386,0.0,-0.02316100339455801,0.0,1582563301.025001,-1.5990046262741089,-0.18335454165935516,-3.059757947921753,0.027535274624824524,0.0944130358461514,0.0,5.051939487457275,-0.013022790662944317
0.01148055336584483,0.0,-0.022972764900692406,0.0,1582563301.056656,-1.6042425632476807,-0.1821039915084839,-3.0604920387268066,0.02879336290061474,0.09447878326332078,0.0,5.0517659187316895,-0.011860090307891369
0.01148055336584483,0.0,-0.022972764900692406,0.0,1582563301.084333,-1.6042425632476807,-0.1821039915084839,-3.0604920387268066,0.02879336290061474,0.09447878326332078,0.0,5.0517659187316895,-0.011860090307891369
0.011741766917543268,0.0,-0.022452138457663192,0.0,1582563301.103875,-1.6107686758041382,-0.17982208728790283,-3.0611205101013184,0.0289620291441679,0.0946269133903538,0.0,5.051479339599609,-0.012598829343914986
0.011741766917543268,0.0,-0.022452138457663192,0.0,1582563301.127302,-1.6107686758041382,-0.17982208728790283,-3.0611205101013184,0.0289620291441679,0.0946269133903538,0.0,5.051479339599609,-0.012598829343914986
0.011631133068654006,0.0,-0.022251159922016015,0.0,1582563301.158028,-1.6146470308303833,-0.1781250238418579,-3.06138014793396,0.027619604021310806,0.0946388923057511,0.0,5.051237106323242,-0.012893758714199066
0.011631133068654006,0.0,-0.022251159922016015,0.0,1582563301.178577,-1.6146470308303833,-0.1781250238418579,-3.06138014793396,0.027619604021310806,0.0946388923057511,0.0,5.051237106323242,-0.012893758714199066
0.011507341499119347,0.0,-0.022052402591049458,0.0,1582563301.198192,-1.619788646697998,-0.17612554132938385,-3.061596632003784,0.027744224295020103,0.09468887341061152,0.0,5.051011562347412,-0.013367235660552979
0.011507341499119347,0.0,-0.022052402591049458,0.0,1582563301.232079,-1.619788646697998,-0.17612554132938385,-3.061596632003784,0.027744224295020103,0.09468887341061152,0.0,5.051011562347412,-0.013367235660552979
0.011780329592970538,0.0,-0.022049035427014942,0.0,1582563301.251612,-1.625991940498352,-0.17363207042217255,-3.0632190704345703,0.027120525017380714,0.09451918918758626,0.0,5.050984859466553,-0.01126294955611229
0.011780329592970538,0.0,-0.022049035427014942,0.0,1582563301.26392,-1.625991940498352,-0.17363207042217255,-3.0632190704345703,0.027120525017380714,0.09451918918758626,0.0,5.050984859466553,-0.01126294955611229
0.011807079542977062,0.0,-0.022214808446203594,0.0,1582563301.302596,-1.6309337615966797,-0.1721581518650055,-3.064239501953125,0.026210227981209755,0.09462248949770653,0.0,5.050927639007568,-0.011258218437433243
