pitch,pitch_v,roll,roll_v,x,x_v,y,y_v,yaw,yaw_v,z,z_v,label
0.0077292680183607765,0.0,-0.009099803232361751,0.0,0.008802355267107487,0.07012331485748291,-0.1405845433473587,0.009120007976889609,-0.0005280418587631676,0.0,0.07311514765024185,0.0233086496591568,1.0
0.0077292680183607765,0.0,-0.009099803232361751,0.0,0.008802355267107487,0.07012331485748291,-0.1405845433473587,0.009120007976889609,-0.0005280418587631676,0.0,0.07311514765024185,0.0233086496591568,1.0
0.007726443460763638,0.0,-0.00905810266582782,0.0,0.008820433169603348,0.07038886100053787,-0.1411040425300598,0.0092274509370327,-0.0005071312064594462,0.0,0.0721801370382309,0.02346032857894897,1.0
0.007726443460763638,0.0,-0.00905810266582782,0.0,0.008820433169603348,0.07038886100053787,-0.1411040425300598,0.0092274509370327,-0.0005071312064594462,0.0,0.0721801370382309,0.02346032857894897,1.0
0.007726443460763638,0.0,-0.00905810266582782,0.0,0.008820433169603348,0.07038886100053787,-0.1411040425300598,0.0092274509370327,-0.0005071312064594462,0.0,0.0721801370382309,0.02346032857894897,1.0
0.007647866396836619,0.0,-0.00909301875082386,0.0,0.009081507101655006,0.07065390050411224,-0.14151887595653534,0.008795946836471558,-0.00047243209121257645,0.0,0.07122087478637695,0.022557890042662617,1.0
0.007679614289666398,0.0,-0.009038109022483668,0.0,0.009585754945874214,0.07083643227815628,-0.14187681674957275,0.007992438971996306,-0.0006009999824590028,0.0,0.07014025002717973,0.02114399522542953,1.0
0.007679614289666398,0.0,-0.009038109022483668,0.0,0.009585754945874214,0.07083643227815628,-0.14187681674957275,0.007992438971996306,-0.0006009999824590028,0.0,0.07014025002717973,0.02114399522542953,1.0
0.007660386207495494,0.0,-0.009109223976708436,0.0,0.010292710736393929,0.07067270576953888,-0.1421622633934021,0.007877571508288383,-0.0005777515130625066,0.0,0.06893905997276306,0.021394740790128708,1.0
0.007660386207495494,0.0,-0.009109223976708436,0.0,0.010292710736393929,0.07067270576953888,-0.1421622633934021,0.007877571508288383,-0.0005777515130625066,0.0,0.06893905997276306,0.021394740790128708,1.0
0.007444948172590607,0.0,-0.009133926077968223,0.0,0.00976038444787264,0.07026169449090958,-0.1428285837173462,0.006149747408926487,-0.000645984055095643,0.0,0.06768465787172318,0.020437203347682956,1.0
0.007444948172590607,0.0,-0.009133926077968223,0.0,0.00976038444787264,0.07026169449090958,-0.1428285837173462,0.006149747408926487,-0.000645984055095643,0.0,0.06768465787172318,0.020437203347682956,1.0
0.0073513575846453315,0.0,-0.00909022720312815,0.0,0.009508821181952952,0.06948500871658325,-0.14341039955615995,0.006456763483583927,-0.0005255281584947655,0.0,0.06669890880584718,0.019368737936019897,1.0
0.0073513575846453315,0.0,-0.00909022720312815,0.0,0.009508821181952952,0.06948500871658325,-0.14341039955615995,0.006456763483583927,-0.0005255281584947655,0.0,0.06669890880584718,0.019368737936019897,1.0
0.007382911853460841,0.0,-0.009112328457979343,0.0,0.009535049088299273,0.06989937275648117,-0.14388179779052734,0.0064233443699777135,-0.0006328923083610472,0.0,0.06577364355325699,0.01918667554855347,1.0
0.007382911853460841,0.0,-0.009112328457979343,0.0,0.009535049088299273,0.06989937275648117,-0.14388179779052734,0.0064233443699777135,-0.0006328923083610472,0.0,0.06577364355325699,0.01918667554855347,1.0
0.007382911853460841,0.0,-0.009112328457979343,0.0,0.009535049088299273,0.07014361768960953,-0.14388179779052734,0.0050640832632780075,-0.0006328923083610472,0.0,0.06577364355325699,0.01915139332413673,1.0
0.007314294185431151,0.0,-0.009168586443694476,0.0,0.009920568205416204,0.07014361768960953,-0.14437706768512726,0.0050640832632780075,-0.0006211526886470307,0.0,0.06479833275079727,0.01915139332413673,1.0
0.007198835221783689,0.0,-0.009195092093384795,0.0,0.010470075532794,0.06972385197877884,-0.1447336971759796,0.0044846017844975,-0.0005708160206663292,0.0,0.06434056162834167,0.01893112994730473,1.0
0.007198835221783689,0.0,-0.009195092093384795,0.0,0.010470075532794,0.06972385197877884,-0.1447336971759796,0.0044846017844975,-0.0005708160206663292,0.0,0.06434056162834167,0.01893112994730473,1.0
0.007182781143143012,0.0,-0.009242402701995434,0.0,0.011207044124603271,0.06946216523647307,-0.14501243829727173,0.00478829862549901,-0.0005869282466194301,0.0,0.06396650522947311,0.0180721078068018,1.0
0.007182781143143012,0.0,-0.009242402701995434,0.0,0.011207044124603271,0.06946216523647307,-0.14501243829727173,0.00478829862549901,-0.0005869282466194301,0.0,0.06396650522947311,0.0180721078068018,1.0
0.007182781143143012,0.0,-0.009242402701995434,0.0,0.011207044124603271,0.06946216523647307,-0.14501243829727173,0.00478829862549901,-0.0005869282466194301,0.0,0.06396650522947311,0.0180721078068018,1.0
0.007076501780411174,0.0,-0.009316333359013123,0.0,0.010695884935557842,0.06995604932308197,-0.1454927623271942,0.004009514581412077,-0.0005880473658994219,0.0,0.06337059289216995,0.017719622701406482,1.0
0.007081240376426881,0.0,-0.00922056548124794,0.0,0.010490652173757551,0.06926415115594864,-0.14591136574745178,0.0032009498681873087,-0.0005537593054197114,0.0,0.06276383996009828,0.017318742349743843,1.0
0.007081240376426881,0.0,-0.00922056548124794,0.0,0.010490652173757551,0.06926415115594864,-0.14591136574745178,0.0032009498681873087,-0.0005537593054197114,0.0,0.06276383996009828,0.017318742349743843,1.0
0.007058924334790006,0.0,-0.00923010064890788,0.0,0.010544491931796074,0.06892180442810059,-0.14626817405223844,0.003390359925106168,-0.0005417201688275678,0.0,0.06219824403524399,0.017414230853319168,1.0
0.007058924334790006,0.0,-0.00923010064890788,0.0,0.010544491931796074,0.06892180442810059,-0.14626817405223844,0.003390359925106168,-0.0005417201688275678,0.0,0.06219824403524399,0.017414230853319168,1.0
0.007058924334790006,0.0,-0.00923010064890788,0.0,0.010544491931796074,0.06892180442810059,-0.14626817405223844,0.003390359925106168,-0.0005417201688275678,0.0,0.06219824403524399,0.017414230853319168,1.0
0.007092004777346206,0.0,-0.009186837069164656,0.0,0.010905111208558084,0.0680232048034668,-0.1465964913368225,0.003997810184955597,-0.0005681037711324224,0.0,0.061302877962589264,0.015468917787075044,1.0
0.007198384199680837,0.0,-0.009235962667310645,0.0,0.011431280523538591,0.06781012564897537,-0.14681348204612732,0.0025815072003751998,-0.00056489184719612,0.0,0.060773544013500214,0.016048522666096687,1.0
0.007198384199680837,0.0,-0.009235962667310645,0.0,0.011431280523538591,0.06781012564897537,-0.14681348204612732,0.0025815072003751998,-0.00056489184719612,0.0,0.060773544013500214,0.016048522666096687,1.0
0.007199925328525634,0.0,-0.009182064571241249,0.0,0.012143523432314396,0.06741935014724731,-0.14701387286186218,0.002468159189447761,-0.0005542522431020206,0.0,0.060476981103420265,0.017149873077869415,1.0
0.007199925328525634,0.0,-0.009182064571241249,0.0,0.012143523432314396,0.06741935014724731,-0.14701387286186218,0.002468159189447761,-0.0005542522431020206,0.0,0.060476981103420265,0.017149873077869415,1.0
0.007199925328525634,0.0,-0.009182064571241249,0.0,0.012143523432314396,0.06741935014724731,-0.14701387286186218,0.002468159189447761,-0.0005542522431020206,0.0,0.060476981103420265,0.017149873077869415,1.0
0.00727304909657066,0.0,-0.009217089933960268,0.0,0.011418619193136692,0.06600461155176163,-0.14763768017292025,0.0016514675226062536,-0.00042557530368950673,0.0,0.06020974367856979,0.01568279229104519,1.0
0.007218393356229402,0.0,-0.009314284073064909,0.0,0.010967878624796869,0.06532858312129974,-0.14818765223026276,0.00045976159162819386,-0.0004428704617034629,0.0,0.05982499197125435,0.015624322928488256,1.0
