label,pitch,pitch_v,roll,roll_v,time,x,x_v,y,y_v,yaw,yaw_v,z,z_v
Hold,-0.0,0.0,0.0,0.0,1589692431.624885,-6.071034931665054e-06,-0.0008332248544320464,-1.18999730602809e-06,-0.00018162048945669085,0.0,0.0,1.1382769571355311e-06,0.0005333173903636634
Hold,-0.0,0.0,0.0,0.0,1589692431.642956,-6.071034931665054e-06,-0.0008332248544320464,-1.18999730602809e-06,-0.00018162048945669085,0.0,0.0,1.1382769571355311e-06,0.0005333173903636634
Hold,-0.0,0.0,0.0,0.0,1589692431.654953,-3.187275433447212e-05,-0.00029866001568734646,-2.5476709197391756e-05,-0.0007620481192134321,0.0,0.0,0.0013194656930863857,0.0055287606082856655
Hold,-0.0,0.0,0.0,0.0,1589692431.673983,-3.187275433447212e-05,-0.00029866001568734646,-2.5476709197391756e-05,-0.0007620481192134321,0.0,0.0,0.0013194656930863857,0.0055287606082856655
Hold,0.02219462343746811,0.0,-0.021148210992703028,0.0,1589692431.687021,-6.546817530761473e-06,0.001304138801060617,-3.8123136619105935e-05,-0.00044470082502812147,-0.03724845833851702,0.0,0.001973847160115838,0.010794980451464653
Hold,0.02219462343746811,0.0,-0.021148210992703028,0.0,1589692431.706713,-6.546817530761473e-06,0.001304138801060617,-3.8123136619105935e-05,-0.00044470082502812147,-0.03724845833851702,0.0,0.001973847160115838,0.010794980451464653
Hold,0.022322047629664214,0.0,-0.021116227420933734,0.0,1589692431.723785,3.828241824521683e-05,0.00016499796765856445,-1.7362250218866393e-05,0.0009061946766451001,-0.03724795356413856,0.0,0.004253944847732782,0.019175151363015175
Hold,0.022322047629664214,0.0,-0.021116227420933734,0.0,1589692431.743373,3.828241824521683e-05,0.00016499796765856445,-1.7362250218866393e-05,0.0009061946766451001,-0.03724795356413856,0.0,0.004253944847732782,0.019175151363015175
Hold,0.022553436093089484,0.0,-0.02109643230450972,0.0,1589692431.755893,6.326954462565482e-05,0.0006256924825720489,1.742594213283155e-05,0.0011316254967823625,-0.026097545486890583,0.0,0.007699327543377876,0.025207707658410072
Hold,0.022553436093089484,0.0,-0.02109643230450972,0.0,1589692431.771301,6.326954462565482e-05,0.0006256924825720489,1.742594213283155e-05,0.0011316254967823625,-0.026097545486890583,0.0,0.007699327543377876,0.025207707658410072
Hold,0.022901969409320867,0.0,-0.02112258785322567,0.0,1589692431.791045,0.00010691041097743437,0.00164497597143054,6.915612175362185e-05,0.001657524611800909,-0.026342875628004577,0.0,0.010982001200318336,0.03132158890366554
Hold,0.022901969409320867,0.0,-0.02112258785322567,0.0,1589692431.805646,0.00010691041097743437,0.00164497597143054,6.915612175362185e-05,0.001657524611800909,-0.026342875628004577,0.0,0.010982001200318336,0.03132158890366554
Hold,0.023040854140459442,0.0,-0.021172877545344745,0.0,1589692431.82613,0.00018860155250877142,0.00344581576064229,0.00013940890494268388,0.0023950012400746346,-0.026516693089312062,0.0,0.0138798663392663,0.03867333009839058
Hold,0.023040854140459442,0.0,-0.021172877545344745,0.0,1589692431.844428,0.00018860155250877142,0.00344581576064229,0.00013940890494268388,0.0023950012400746346,-0.026516693089312062,0.0,0.0138798663392663,0.03867333009839058
Hold,0.02347075402128489,0.0,-0.021289644828725904,0.0,1589692431.861059,0.0003165017697028816,0.004110252019017935,0.00020765034423675388,0.001162334461696446,-0.02753039246314343,0.0,0.016856616362929344,0.0457509346306324
Hold,0.02347075402128489,0.0,-0.021289644828725904,0.0,1589692431.875602,0.0003165017697028816,0.004110252019017935,0.00020765034423675388,0.001162334461696446,-0.02753039246314343,0.0,0.016856616362929344,0.0457509346306324
Hold,0.02387258451548435,0.0,-0.021283353282363845,0.0,1589692431.892508,0.0004802034527529031,0.005286467727273703,0.0002467017329763621,0.0011446955613791943,-0.028834591505230985,0.0,0.0201153252273798,0.05250157043337822
Hold,0.02387258451548435,0.0,-0.021283353282363845,0.0,1589692431.906463,0.0004802034527529031,0.005286467727273703,0.0002467017329763621,0.0011446955613791943,-0.028834591505230985,0.0,0.0201153252273798,0.05250157043337822
Hold,0.02404448695536972,0.0,-0.021201500476883517,0.0,1589692431.927095,0.0006863768794573843,0.0050836894661188126,0.00026564954896457493,-6.361635314533487e-05,-0.029373541171011795,0.0,0.0241127647459507,0.06059729680418968
Hold,0.02404448695536972,0.0,-0.021201500476883517,0.0,1589692431.940304,0.0006863768794573843,0.0050836894661188126,0.00026564954896457493,-6.361635314533487e-05,-0.029373541171011795,0.0,0.0241127647459507,0.06059729680418968
Hold,0.024298566769838294,0.0,-0.021173673864428255,0.0,1589692431.960254,0.000873912766110152,0.00661655655130744,0.0002875141508411616,0.0013065162347629666,-0.03055607979045661,0.0,0.02755156345665455,0.06639958173036575
Hold,0.024298566769838294,0.0,-0.021173673864428255,0.0,1589692431.981174,0.000873912766110152,0.00661655655130744,0.0002875141508411616,0.0013065162347629666,-0.03055607979045661,0.0,0.02755156345665455,0.06639958173036575
Hold,0.024640990849098383,0.0,-0.021253133512466004,0.0,1589692431.987816,0.0011180650908499956,0.00819687731564045,0.0003406385949347168,0.0018644096562638879,-0.03181722194819835,0.0,0.03089815005660057,0.07339628040790558
Hold,0.024640990849098383,0.0,-0.021253133512466004,0.0,1589692432.007471,0.0011180650908499956,0.00819687731564045,0.0003406385949347168,0.0018644096562638879,-0.03181722194819835,0.0,0.03089815005660057,0.07339628040790558
Hold,0.024884012949773996,0.0,-0.021309386422194425,0.0,1589692432.026776,0.0013964524259790778,0.009851553477346897,0.00040367452311329544,0.002158318879082799,-0.032364481677566684,0.0,0.03444226086139679,0.08055931329727173
Hold,0.024884012949773996,0.0,-0.021309386422194425,0.0,1589692432.041524,0.0013964524259790778,0.009851553477346897,0.00040367452311329544,0.002158318879082799,-0.032364481677566684,0.0,0.03444226086139679,0.08055931329727173
Hold,0.025213032281944693,0.0,-0.021353892429561042,0.0,1589692432.058339,0.0017203411553055048,0.01158769242465496,0.0004558733489830047,0.001593033317476511,-0.03344576514913863,0.0,0.038160912692546844,0.08598247170448303
Hold,0.025213032281944693,0.0,-0.021353892429561042,0.0,1589692432.074443,0.0017203411553055048,0.01158769242465496,0.0004558733489830047,0.001593033317476511,-0.03344576514913863,0.0,0.038160912692546844,0.08598247170448303
Hold,0.025599548811648484,0.0,-0.021268988014394655,0.0,1589692432.087291,0.002191691193729639,0.013294179923832417,0.0004986912827007473,0.0018964287592098117,-0.0347613590305615,0.0,0.04241938143968582,0.09086613357067108
Hold,0.025599548811648484,0.0,-0.021268988014394655,0.0,1589692432.105622,0.002191691193729639,0.013294179923832417,0.0004986912827007473,0.0018964287592098117,-0.0347613590305615,0.0,0.04241938143968582,0.09086613357067108
Hold,0.02572658670071794,0.0,-0.021235309167677963,0.0,1589692432.124861,0.002484158845618367,0.013745790347456932,0.0005247652297839522,0.0015454929089173675,-0.03516525663137682,0.0,0.04496917128562927,0.09493539482355118
Hold,0.02572658670071794,0.0,-0.021235309167677963,0.0,1589692432.14582,0.002484158845618367,0.013745790347456932,0.0005247652297839522,0.0015454929089173675,-0.03516525663137682,0.0,0.04496917128562927,0.09493539482355118
Hold,0.025923157220885475,0.0,-0.02120854060758096,0.0,1589692432.158423,0.0030068918131291866,0.01507723517715931,0.0005361757939681411,0.0011204248294234276,-0.036257023796164294,0.0,0.04946882650256157,0.10085880756378174
Hold,0.025923157220885475,0.0,-0.02120854060758096,0.0,1589692432.173473,0.0030068918131291866,0.01507723517715931,0.0005361757939681411,0.0011204248294234276,-0.036257023796164294,0.0,0.04946882650256157,0.10085880756378174
Hold,0.026099049859777693,0.0,-0.021350040795635288,0.0,1589692432.194821,0.0034558745101094246,0.016834955662488937,0.0005577828269451857,0.002184835262596607,-0.03704641120090497,0.0,0.053023774176836014,0.10575184971094131
Hold,0.026099049859777693,0.0,-0.021350040795635288,0.0,1589692432.203884,0.0034558745101094246,0.016834955662488937,0.0005577828269451857,0.002184835262596607,-0.03704641120090497,0.0,0.053023774176836014,0.10575184971094131
Hold,0.026247112255372962,0.0,-0.021442794024833848,0.0,1589692432.225693,0.003940435126423836,0.018481649458408356,0.0006072937976568937,0.002014890545979142,-0.03741032267940537,0.0,0.05645497888326645,0.1107761412858963
Hold,0.026247112255372962,0.0,-0.021442794024833848,0.0,1589692432.239658,0.003940435126423836,0.018481649458408356,0.0006072937976568937,0.002014890545979142,-0.03741032267940537,0.0,0.05645497888326645,0.1107761412858963
Hold,0.026538781286492803,0.0,-0.02156256663657842,0.0,1589692432.261746,0.004456917755305767,0.02047717198729515,0.0006307416479103267,0.001592982211150229,-0.03818481585142062,0.0,0.05961936339735985,0.11595433205366135
Hold,0.026538781286492803,0.0,-0.02156256663657842,0.0,1589692432.271118,0.004456917755305767,0.02047717198729515,0.0006307416479103267,0.001592982211150229,-0.03818481585142062,0.0,0.05961936339735985,0.11595433205366135
Hold,0.026874769505035062,0.0,-0.021671237956032024,0.0,1589692432.289472,0.004995026625692844,0.020934514701366425,0.0006469134241342545,0.002037055790424347,-0.038779751113032106,0.0,0.06274621188640594,0.11947380751371384
Hold,0.026874769505035062,0.0,-0.021671237956032024,0.0,1589692432.310367,0.004995026625692844,0.020934514701366425,0.0006469134241342545,0.002037055790424347,-0.038779751113032106,0.0,0.06274621188640594,0.11947380751371384
Hold,0.026971931017835547,0.0,-0.021703851501028947,0.0,1589692432.329127,0.005539626348763704,0.0218232199549675,0.0006614060257561505,0.0011063151760026813,-0.0389335606823429,0.0,0.0660371407866478,0.12335234880447388
Hold,0.026971931017835547,0.0,-0.021703851501028947,0.0,1589692432.343156,0.005539626348763704,0.0218232199549675,0.0006614060257561505,0.0011063151760026813,-0.0389335606823429,0.0,0.0660371407866478,0.12335234880447388
Hold,0.02733272270412544,0.0,-0.021757109456341007,0.0,1589692432.357405,0.006232776213437319,0.023731470108032227,0.0006259882356971502,0.00043698432273231447,-0.03928454073048714,0.0,0.07046958804130554,0.1294001340866089
Hold,0.02733272270412544,0.0,-0.021757109456341007,0.0,1589692432.37668,0.006232776213437319,0.023731470108032227,0.0006259882356971502,0.00043698432273231447,-0.03928454073048714,0.0,0.07046958804130554,0.1294001340866089
Hold,0.027509293520541572,0.0,-0.02191287489115174,0.0,1589692432.390836,0.006791858468204737,0.024423619732260704,0.0006114094867371023,0.0014518031384795904,-0.0395801868518661,0.0,0.07414906471967697,0.13341012597084045
Hold,0.027509293520541572,0.0,-0.02191287489115174,0.0,1589692432.404855,0.006791858468204737,0.024423619732260704,0.0006114094867371023,0.0014518031384795904,-0.0395801868518661,0.0,0.07414906471967697,0.13341012597084045
Hold,0.027599026010337674,0.0,-0.021952851009939926,0.0,1589692432.433076,0.007387933321297169,0.026378082111477852,0.000613021373283118,0.0015655411407351494,-0.03975470286994755,0.0,0.07816433161497116,0.13742414116859436
Hold,0.027599026010337674,0.0,-0.021952851009939926,0.0,1589692432.439952,0.007387933321297169,0.026378082111477852,0.000613021373283118,0.0015655411407351494,-0.03975470286994755,0.0,0.07816433161497116,0.13742414116859436
Hold,0.027823447856041572,0.0,-0.02210132430225882,0.0,1589692432.459811,0.008002977818250656,0.027993423864245415,0.0006062586908228695,0.0006532854167744517,-0.040163237431789116,0.0,0.08212780952453613,0.14216147363185883
Hold,0.027823447856041572,0.0,-0.02210132430225882,0.0,1589692432.47951,0.008002977818250656,0.027993423864245415,0.0006062586908228695,0.0006532854167744517,-0.040163237431789116,0.0,0.08212780952453613,0.14216147363185883
Hold,0.027823447856041572,0.0,-0.02210132430225882,0.0,1589692432.489315,0.008002977818250656,0.027993423864245415,0.0006062586908228695,0.0006532854167744517,-0.040163237431789116,0.0,0.08212780952453613,0.14216147363185883
Hold,0.028099571723232318,0.0,-0.022130091795631204,0.0,1589692432.50917,0.008644204586744308,0.029630225151777267,0.0005734668811783195,0.0006380449049174786,-0.040486871940217044,0.0,0.0860389769077301,0.1459345519542694
